IP address,Protocol,Packet Size,Flow Duration,Packets per Second,Min Flow Time,Mean Flow Time,Max Flow Time,Communication_Frequency,device,Status
142.251.43.2,TCP,74,253.83438,1,0.840662,126.91719,252.993718,0.01181873,Non IoT-device,Not Available
142.251.43.2,TCP,66,253.905543,1,1.40E-05,50.7811086,188.554239,0.023630835,Non IoT-device,Not Available
142.251.43.2,TCP,1466,253.82186,1,1.50E-05,50.764372,252.929228,0.023638626,Non IoT-device,Not Available
142.251.43.2,TLSv1.3,1466,253.821165,1,0.892582,126.9105825,252.928583,0.011819345,Non IoT-device,Not Available
142.251.43.3,QUIC,1292,0.05042,100,0.00081,0.012605,0.032873,99.16699722,Non IoT-device,Not Available
142.251.43.4,QUIC,1292,206.536829,1,1.60E-05,7.376315321,51.309189,0.140410793,Non IoT-device,Not Available
142.251.43.4,QUIC,983,8.166883,1,0.834399,4.0834415,7.332484,0.367337208,Non IoT-device,Not Available
142.251.43.4,QUIC,163,110.649993,1,0.252283,27.66249825,102.48291,0.045187531,Non IoT-device,Not Available
142.251.43.4,QUIC,66,183.246597,1,0.040029,16.65878155,72.751334,0.065485527,Non IoT-device,Not Available
142.251.43.4,QUIC,67,183.148108,1,0.030027,26.16401543,166.614879,0.043680495,Non IoT-device,Not Available
142.251.43.4,QUIC,162,178.454285,1,37.254521,59.48476167,86.439771,0.022414704,Non IoT-device,Not Available
142.251.43.4,QUIC,64,9.289908,1,0.478903,3.096636,6.711323,0.43057477,Non IoT-device,Not Available
142.251.43.4,QUIC,1288,11.796378,1,0.111252,3.932126,9.279336,0.339087133,Non IoT-device,Not Available
142.251.43.4,QUIC,71,2.486939,1,2.486939,2.486939,2.486939,0.80420147,Non IoT-device,Not Available
142.251.43.4,QUIC,69,178.32822,1,0.010629,17.832822,166.575872,0.061684012,Non IoT-device,Not Available
142.251.43.4,QUIC,358,0.162752,13,0.162752,0.162752,0.162752,12.28863547,Non IoT-device,Not Available
142.251.43.4,QUIC,908,0.043888,46,0.043888,0.043888,0.043888,45.5705432,Non IoT-device,Not Available
142.251.43.4,QUIC,65,175.863555,1,0.041978,43.96588875,168.958899,0.028431132,Non IoT-device,Not Available
142.251.43.4,QUIC,63,6.064724,1,6.064724,6.064724,6.064724,0.32977593,Non IoT-device,Not Available
142.251.43.4,QUIC,256,0.189384,11,0.189384,0.189384,0.189384,10.56055422,Non IoT-device,Not Available
142.251.43.4,QUIC,168,146.520758,1,2.953139,48.84025267,93.804803,0.027299886,Non IoT-device,Not Available
142.251.43.4,QUIC,845,49.76947,1,49.76947,49.76947,49.76947,0.040185278,Non IoT-device,Not Available
142.251.43.4,QUIC,203,49.768519,1,49.768519,49.768519,49.768519,0.040186046,Non IoT-device,Not Available
142.251.43.4,TCP,74,44.808007,1,44.808007,44.808007,44.808007,0.04463488,Non IoT-device,Not Available
142.251.43.4,TCP,66,46.611632,1,0.021849,6.658804571,31.454599,0.171630978,Non IoT-device,Not Available
142.251.43.4,TCP,1466,44.771406,1,1.50E-05,14.923802,44.771375,0.089342738,Non IoT-device,Not Available
142.251.43.4,TLSv1.3,1466,46.564435,1,1.10E-05,1.082893837,44.777173,0.944927175,Non IoT-device,Not Available
142.251.43.4,TLSv1.3,316,44.771394,1,44.771394,44.771394,44.771394,0.044671381,Non IoT-device,Not Available
142.251.43.8,QUIC,1292,253.215925,1,7.00E-06,1.110596162,251.300952,0.904366501,Non IoT-device,Not Available
142.251.43.8,QUIC,1002,251.579387,1,251.579387,251.579387,251.579387,0.007949777,Non IoT-device,Not Available
142.251.43.8,QUIC,163,251.578437,1,251.578437,251.578437,251.578437,0.007949807,Non IoT-device,Not Available
142.251.43.8,QUIC,69,253.235994,1,2.70E-05,50.6471988,251.454714,0.023693314,Non IoT-device,Not Available
142.251.43.8,QUIC,67,251.609794,1,251.609794,251.609794,251.609794,0.007948816,Non IoT-device,Not Available
142.251.43.8,QUIC,65,253.174228,1,253.174228,253.174228,253.174228,0.007899698,Non IoT-device,Not Available
142.251.43.8,QUIC,1288,253.011703,1,1.558227,126.5058515,251.453476,0.011857159,Non IoT-device,Not Available
142.251.43.8,QUIC,68,252.975968,1,252.975968,252.975968,252.975968,0.007905889,Non IoT-device,Not Available
142.251.43.8,TCP,1466,1.40E-05,142858,1.40E-05,1.40E-05,1.40E-05,142857.1432,Non IoT-device,Not Available
142.4.219.198,TCP,66,0.576238,7,0.002672,0.192079333,0.310045,6.941576224,Non IoT-device,Not Available
142.4.219.198,TLSv1.2,1514,2.60E-05,76924,2.60E-05,2.60E-05,2.60E-05,76923.07695,Non IoT-device,Not Available
147.92.185.2,TCP,66,0.248868,9,0.248868,0.248868,0.248868,8.036388768,Non IoT-device,Not Available
147.92.185.2,TLSv1.3,234,0.002223,1350,0.00022,0.0011115,0.002003,1349.527665,Non IoT-device,Not Available
15.164.252.197,TCP,74,244.042166,1,244.042166,244.042166,244.042166,0.008195305,Non IoT-device,Not Available
15.164.252.197,TCP,66,244.344192,1,0.089789,48.8688384,184.058386,0.024555525,Non IoT-device,Not Available
15.164.252.197,TCP,1514,244.075489,1,1.40E-05,81.35849633,244.075458,0.016388372,Non IoT-device,Not Available
15.164.252.197,TLSv1.2,1514,244.075458,1,244.075458,244.075458,244.075458,0.008194187,Non IoT-device,Not Available
15.164.252.197,TLSv1.2,1129,244.075477,1,244.075477,244.075477,244.075477,0.008194187,Non IoT-device,Not Available
15.164.252.197,TLSv1.2,237,244.112975,1,244.112975,244.112975,244.112975,0.008192928,Non IoT-device,Not Available
15.164.252.197,TLSv1.2,135,244.112979,1,244.112979,244.112979,244.112979,0.008192928,Non IoT-device,Not Available
15.164.252.197,TLSv1.2,104,0.000225,8889,0.000225,0.000225,0.000225,8888.888889,Non IoT-device,Not Available
15.235.165.13,TCP,74,161.467334,1,11.803912,40.3668335,94.919864,0.030966016,Non IoT-device,Not Available
15.235.165.13,TCP,66,182.809972,1,1.30E-05,3.515576385,30.352337,0.289918539,Non IoT-device,Not Available
15.235.165.13,TCP,1514,150.480329,1,0.007782,11.57540992,43.874423,0.093035416,Non IoT-device,Not Available
15.235.165.13,TCP,1266,94.912308,1,94.912308,94.912308,94.912308,0.021072083,Non IoT-device,Not Available
15.235.165.13,TCP,78,118.059677,1,0.371851,39.35322567,99.196158,0.03388117,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,165,161.452214,1,11.768557,40.3630535,94.904191,0.030968916,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,1514,94.915155,1,94.915155,94.915155,94.915155,0.021071451,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,1427,94.912304,1,94.912304,94.912304,94.912304,0.021072084,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,145,161.451777,1,0.000356,32.2903554,94.936356,0.037162799,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,137,149.884214,1,149.884214,149.884214,149.884214,0.013343633,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,394,149.906195,1,42.879641,74.9530975,107.026554,0.020012515,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,97,152.420825,1,0.001126,4.233911806,54.312352,0.242748981,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,393,151.697562,1,0.110312,15.1697562,54.880754,0.072512701,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,391,13.034259,1,0.915306,4.344753,6.082629,0.306883575,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,105,189.485406,1,17.031408,31.580901,55.058326,0.036942159,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,202,117.910313,1,18.134452,39.30343767,57.127605,0.033924089,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,90,138.627391,1,17.043695,34.65684775,55.033167,0.036067908,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,379,54.53588,1,11.572449,27.26794,42.963431,0.055009656,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,128,54.454595,1,54.454595,54.454595,54.454595,0.036727846,Non IoT-device,Not Available
15.235.165.13,TLSv1.3,861,42.678912,1,42.678912,42.678912,42.678912,0.046861551,Non IoT-device,Not Available
15.235.165.183,TCP,74,200.80624,1,0.019987,28.68660571,92.717401,0.039839399,Non IoT-device,Not Available
15.235.165.183,TCP,66,254.216913,1,1.10E-05,1.717681845,53.428204,0.586113639,Non IoT-device,Not Available
15.235.165.183,TCP,1514,150.871525,4,9.00E-06,0.311718027,56.265157,3.214655648,Non IoT-device,Not Available
15.235.165.183,TCP,1266,4.110136,1,4.110136,4.110136,4.110136,0.486601903,Non IoT-device,Not Available
15.235.165.183,TCP,78,149.732419,1,1.30E-05,7.48662095,54.580917,0.140250189,Non IoT-device,Not Available
15.235.165.183,TCP,97,103.444458,1,103.444458,103.444458,103.444458,0.019334047,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,165,200.788666,1,0.102552,33.46477767,92.705058,0.034862526,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,1514,150.863561,1,1.30E-05,3.591989548,56.429733,0.285025753,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,1427,4.110129,1,4.110129,4.110129,4.110129,0.486602732,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,145,200.705807,1,0.000223,33.45096783,92.126857,0.034876918,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,128,200.705817,1,6.558049,66.901939,97.563329,0.019929667,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,97,153.775038,1,0.000377,4.046711526,47.566341,0.253617235,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,502,149.526688,1,1.661194,29.9053376,56.689171,0.040126616,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,323,13.379332,1,13.379332,13.379332,13.379332,0.149484294,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,334,13.423092,1,13.423092,13.423092,13.423092,0.148996967,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,1502,13.422357,1,6.000786,6.7111785,7.421571,0.223507689,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,797,13.413273,1,5.803307,6.7066365,7.609966,0.223659058,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,114,100.241021,1,100.241021,100.241021,100.241021,0.019951912,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,144,7.458196,1,7.458196,7.458196,7.458196,0.268161362,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,407,24.321967,1,0.005745,4.053661167,10.757862,0.28780567,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,705,13.080792,1,5.823691,6.540396,7.257101,0.229343911,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,101,142.453081,1,0.01126,15.82812011,50.05528,0.070198552,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,897,5.798447,1,5.798447,5.798447,5.798447,0.344919941,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,1245,87.401572,1,87.401572,87.401572,87.401572,0.022882884,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,299,116.821185,1,8.321488,29.20529625,50.036095,0.042800456,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,404,99.483442,1,43.23048,49.741721,56.252962,0.030155772,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,105,196.799541,1,6.605968,39.3599082,70.154642,0.030487876,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,90,196.785678,1,6.56376,39.3571356,70.193239,0.030490024,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,379,104.127366,1,6.585764,34.709122,53.486719,0.038414493,Non IoT-device,Not Available
15.235.165.183,TLSv1.3,300,43.228519,1,43.228519,43.228519,43.228519,0.046265753,Non IoT-device,Not Available
151.101.1.229,QUIC,1322,0.116221,26,0.000219,0.0581105,0.116002,25.81289096,Non IoT-device,Not Available
151.101.1.229,QUIC,66,0.18067,12,0.18067,0.18067,0.18067,11.06990646,Non IoT-device,Not Available
151.101.1.229,TCP,66,0.196262,11,0.196262,0.196262,0.196262,10.19045969,Non IoT-device,Not Available
151.101.1.229,TCP,1510,1.70E-05,117648,1.70E-05,1.70E-05,1.70E-05,117647.0591,Non IoT-device,Not Available
151.101.1.55,QUIC,1322,245.878271,1,2.00E-05,30.73478387,245.340916,0.036603478,Non IoT-device,Not Available
151.101.1.55,QUIC,746,245.882225,1,0.5396,122.9411125,245.342625,0.012200963,Non IoT-device,Not Available
151.101.1.55,QUIC,63,245.366778,1,245.366778,245.366778,245.366778,0.008151063,Non IoT-device,Not Available
151.101.1.55,QUIC,66,246.292586,1,0.391406,61.5731465,243.879649,0.020301058,Non IoT-device,Not Available
151.101.1.55,QUIC,341,1.47318,2,1.47318,1.47318,1.47318,1.357607353,Non IoT-device,Not Available
151.101.1.55,QUIC,672,0.535109,4,0.535109,0.535109,0.535109,3.737556274,Non IoT-device,Not Available
151.101.1.55,TCP,74,0.524059,4,0.524059,0.524059,0.524059,3.816364188,Non IoT-device,Not Available
151.101.1.55,TCP,66,0.716081,6,0.182347,0.238693667,0.319059,5.585960248,Non IoT-device,Not Available
151.101.1.55,TCP,1510,0.533748,8,1.50E-05,0.177916,0.533717,7.49417328,Non IoT-device,Not Available
151.101.1.55,TLSv1.3,1510,0.533728,4,0.533728,0.533728,0.533728,3.747227052,Non IoT-device,Not Available
151.101.1.55,TLSv1.3,997,0.533731,4,0.533731,0.533731,0.533731,3.74720599,Non IoT-device,Not Available
151.101.40.157,TCP,74,241.234048,1,241.234048,241.234048,241.234048,0.008290704,Non IoT-device,Not Available
151.101.40.157,TCP,66,241.442236,1,1.30E-05,40.24037267,240.797406,0.028992442,Non IoT-device,Not Available
151.101.40.157,TCP,1510,241.225745,1,241.225745,241.225745,241.225745,0.008290989,Non IoT-device,Not Available
151.101.40.157,TLSv1.2,1510,241.225753,1,241.225753,241.225753,241.225753,0.008290989,Non IoT-device,Not Available
151.101.40.157,TLSv1.2,1118,241.225743,1,241.225743,241.225743,241.225743,0.008290989,Non IoT-device,Not Available
151.101.40.157,TLSv1.2,324,241.2005,1,241.2005,241.2005,241.2005,0.008291857,Non IoT-device,Not Available
162.19.138.119,TCP,74,146.136952,1,0.245007,20.87670743,93.245163,0.05474317,Non IoT-device,Not Available
162.19.138.119,TCP,66,151.925179,1,0.013815,10.8517985,87.589189,0.098732811,Non IoT-device,Not Available
162.19.138.119,TCP,54,142.620405,1,30.32151,71.3102025,112.298895,0.021034858,Non IoT-device,Not Available
162.19.138.119,TCP,1514,1.8148,2,1.8148,1.8148,1.8148,1.102049813,Non IoT-device,Not Available
162.19.138.119,TLSv1.2,1369,0.74482,3,0.74482,0.74482,0.74482,2.685212535,Non IoT-device,Not Available
162.19.138.119,TLSv1.2,145,1.784028,3,0.001058,0.594676,1.771289,2.242117276,Non IoT-device,Not Available
162.19.138.119,TLSv1.2,90,1.486743,2,1.486743,1.486743,1.486743,1.345222409,Non IoT-device,Not Available
162.19.138.119,TLSv1.3,1514,146.145724,1,0.239801,36.536431,94.028029,0.034212428,Non IoT-device,Not Available
162.19.138.119,TLSv1.3,1369,145.862881,1,1.35228,72.9314405,144.510601,0.020567261,Non IoT-device,Not Available
162.19.138.119,TLSv1.3,145,146.006986,1,2.80E-05,16.22299844,93.19892,0.068489873,Non IoT-device,Not Available
162.19.138.119,TLSv1.3,118,145.697901,1,51.682579,72.8489505,94.015322,0.020590551,Non IoT-device,Not Available
162.19.138.119,TLSv1.3,105,145.700955,1,52.099969,72.8504775,93.600986,0.020590119,Non IoT-device,Not Available
162.19.138.119,TLSv1.3,90,145.699036,1,0.013849,29.1398072,93.469537,0.04118078,Non IoT-device,Not Available
162.19.138.119,TLSv1.3,316,94.015563,1,94.015563,94.015563,94.015563,0.021273074,Non IoT-device,Not Available
163.28.5.33,TCP,66,19.112143,1,0.10715,9.5560715,19.004993,0.156968269,Non IoT-device,Not Available
163.28.5.33,TLSv1.3,353,0.000748,2674,0.000748,0.000748,0.000748,2673.796791,Non IoT-device,Not Available
163.70.158.35,TCP,66,10.050705,1,0.038829,5.0253525,10.011876,0.298486524,Non IoT-device,Not Available
172.217.160.102,QUIC,1292,0.08466,201,1.00E-05,0.00529125,0.035593,200.8032129,Non IoT-device,Not Available
172.217.160.106,QUIC,1292,48.147674,3,8.00E-06,0.388287694,43.363775,2.596179413,Non IoT-device,Not Available
172.217.160.106,QUIC,996,0.538618,4,0.538618,0.538618,0.538618,3.713206762,Non IoT-device,Not Available
172.217.160.106,QUIC,163,0.538609,4,0.538609,0.538609,0.538609,3.713268809,Non IoT-device,Not Available
172.217.160.106,QUIC,168,4.225916,1,4.225916,4.225916,4.225916,0.473270174,Non IoT-device,Not Available
172.217.160.106,TCP,74,50.411732,1,50.411732,50.411732,50.411732,0.039673305,Non IoT-device,Not Available
172.217.160.106,TCP,66,240.093454,1,9.00E-06,12.63649758,189.560206,0.083300897,Non IoT-device,Not Available
172.217.160.106,TCP,1466,50.401745,1,1.30E-05,16.80058167,50.401716,0.079362332,Non IoT-device,Not Available
172.217.160.106,TLSv1.3,1466,50.401722,1,50.401722,50.401722,50.401722,0.039681184,Non IoT-device,Not Available
172.217.160.110,QUIC,1292,137.890515,1,2.20E-05,27.578103,137.686027,0.043512783,Non IoT-device,Not Available
172.217.160.110,QUIC,63,137.743235,1,137.743235,137.743235,137.743235,0.014519769,Non IoT-device,Not Available
172.217.160.110,QUIC,66,137.749786,1,137.749786,137.749786,137.749786,0.014519079,Non IoT-device,Not Available
172.217.160.110,TCP,66,240.201208,1,0.063312,80.06706933,240.02088,0.016652706,Non IoT-device,Not Available
172.217.160.110,TCP,1466,0.006109,655,1.50E-05,0.002036333,0.006078,654.7716484,Non IoT-device,Not Available
172.217.160.110,TLSv1.3,97,0.020305,99,0.020305,0.020305,0.020305,98.49790692,Non IoT-device,Not Available
172.217.160.65,TCP,66,0.169974,24,2.60E-05,0.056658,0.113324,23.53301093,Non IoT-device,Not Available
172.217.160.65,TCP,1466,1.50E-05,133334,1.50E-05,1.50E-05,1.50E-05,133333.3334,Non IoT-device,Not Available
172.217.160.65,TLSv1.3,1466,0.104534,20,0.104534,0.104534,0.104534,19.13253104,Non IoT-device,Not Available
172.217.160.66,QUIC,1292,250.107097,1,9.00E-06,1.923900746,51.476231,0.523775621,Non IoT-device,Not Available
172.217.160.66,QUIC,83,32.017364,1,32.017364,32.017364,32.017364,0.062466104,Non IoT-device,Not Available
172.217.160.66,QUIC,1012,250.071496,1,0.335261,50.0142992,141.979389,0.023993138,Non IoT-device,Not Available
172.217.160.66,QUIC,163,250.070956,1,0.335224,50.0141912,141.948759,0.02399319,Non IoT-device,Not Available
172.217.160.66,QUIC,69,250.070958,1,1.50E-05,6.758674541,89.167172,0.15195687,Non IoT-device,Not Available
172.217.160.66,QUIC,348,148.011576,1,5.897079,74.005788,142.114497,0.020268685,Non IoT-device,Not Available
172.217.160.66,QUIC,82,33.043164,1,1.10E-05,2.753597,26.548067,0.393424794,Non IoT-device,Not Available
172.217.160.66,QUIC,65,33.065545,1,0.027892,6.613109,26.628488,0.181457768,Non IoT-device,Not Available
172.217.160.66,QUIC,1288,145.833848,1,0.004738,29.1667696,50.957108,0.041142712,Non IoT-device,Not Available
172.217.160.66,QUIC,66,244.472987,1,0.018567,11.1124085,50.758441,0.094079924,Non IoT-device,Not Available
172.217.160.66,QUIC,63,51.424948,1,0.000539,3.955765231,26.449365,0.272241403,Non IoT-device,Not Available
172.217.160.66,QUIC,213,102.170377,1,102.170377,102.170377,102.170377,0.019575146,Non IoT-device,Not Available
172.217.160.66,QUIC,70,101.929616,1,0.007178,14.56137371,76.198471,0.078485531,Non IoT-device,Not Available
172.217.160.66,QUIC,112,25.724877,1,25.724877,25.724877,25.724877,0.077745756,Non IoT-device,Not Available
172.217.160.66,QUIC,67,192.221334,1,0.198422,21.357926,73.071806,0.052023362,Non IoT-device,Not Available
172.217.160.66,QUIC,111,26.597228,1,0.055844,13.298614,26.541384,0.112793709,Non IoT-device,Not Available
172.217.160.66,QUIC,303,145.121926,1,145.121926,145.121926,145.121926,0.013781515,Non IoT-device,Not Available
172.217.160.66,QUIC,71,191.250791,1,22.046867,47.81269775,93.295532,0.026143683,Non IoT-device,Not Available
172.217.160.66,QUIC,156,186.417015,1,186.417015,186.417015,186.417015,0.010728634,Non IoT-device,Not Available
172.217.160.66,QUIC,64,186.417733,1,0.05479,46.60443325,125.748551,0.026821483,Non IoT-device,Not Available
172.217.160.66,QUIC,127,184.138046,1,184.138046,184.138046,184.138046,0.010861416,Non IoT-device,Not Available
172.217.160.66,QUIC,108,22.141295,1,22.141295,22.141295,22.141295,0.090328953,Non IoT-device,Not Available
172.217.160.66,QUIC,109,22.049725,1,22.049725,22.049725,22.049725,0.090704079,Non IoT-device,Not Available
172.217.160.66,QUIC,68,22.063636,1,22.063636,22.063636,22.063636,0.090646891,Non IoT-device,Not Available
172.217.160.66,QUIC,238,51.221375,1,51.221375,51.221375,51.221375,0.039046199,Non IoT-device,Not Available
172.217.160.66,QUIC,79,0.937181,3,0.937181,0.937181,0.937181,2.134059483,Non IoT-device,Not Available
172.217.160.66,QUIC,162,90.179392,1,1.057919,22.544848,47.129947,0.05544504,Non IoT-device,Not Available
172.217.160.66,QUIC,234,102.127212,1,102.127212,102.127212,102.127212,0.019583419,Non IoT-device,Not Available
172.217.160.66,TCP,74,144.626119,1,0.357076,36.15652975,99.023353,0.034571902,Non IoT-device,Not Available
172.217.160.66,TCP,66,267.638896,1,5.40E-05,15.74346447,95.414731,0.067254798,Non IoT-device,Not Available
172.217.160.66,TCP,1466,144.598888,1,1.40E-05,16.06654311,98.943717,0.069156825,Non IoT-device,Not Available
172.217.160.66,TLSv1.3,1466,144.599018,1,0.338941,36.1497545,98.942795,0.034578381,Non IoT-device,Not Available
172.217.160.66,TLSv1.3,581,144.598817,1,0.337805,72.2994085,144.261012,0.020747058,Non IoT-device,Not Available
172.217.160.66,TLSv1.3,1052,144.600256,1,0.373071,36.150064,98.725064,0.034578085,Non IoT-device,Not Available
172.217.160.66,TLSv1.3,97,144.59616,1,0.001248,28.919232,98.728523,0.041494878,Non IoT-device,Not Available
172.217.160.66,TLSv1.3,500,45.860817,1,45.860817,45.860817,45.860817,0.043610213,Non IoT-device,Not Available
172.217.160.66,TLSv1.3,483,117.176855,1,117.176855,117.176855,117.176855,0.017068217,Non IoT-device,Not Available
172.217.160.66,TLSv1.3,105,117.176613,1,117.176613,117.176613,117.176613,0.017068252,Non IoT-device,Not Available
172.217.160.66,TLSv1.3,139,27.422768,1,27.422768,27.422768,27.422768,0.072932098,Non IoT-device,Not Available
172.217.160.67,QUIC,1292,252.3205,1,1.50E-05,10.97045652,100.128547,0.095117123,Non IoT-device,Not Available
172.217.160.67,QUIC,988,251.125041,1,100.13659,125.5625205,150.988451,0.01194624,Non IoT-device,Not Available
172.217.160.67,QUIC,163,251.125033,1,119.202722,125.5625165,131.922311,0.01194624,Non IoT-device,Not Available
172.217.160.67,QUIC,66,261.501346,1,0.065464,43.58355767,119.194487,0.026768505,Non IoT-device,Not Available
172.217.160.67,QUIC,162,220.067203,1,74.861648,110.0336015,145.205555,0.013632199,Non IoT-device,Not Available
172.217.160.67,QUIC,86,100.324913,1,100.324913,100.324913,100.324913,0.019935228,Non IoT-device,Not Available
172.217.160.67,QUIC,69,110.437748,1,110.437748,110.437748,110.437748,0.01810975,Non IoT-device,Not Available
172.217.160.67,QUIC,71,101.307233,1,101.307233,101.307233,101.307233,0.019741927,Non IoT-device,Not Available
172.217.160.67,QUIC,63,9.130099,1,9.130099,9.130099,9.130099,0.219055675,Non IoT-device,Not Available
172.217.160.67,TCP,74,65.954163,1,9.00E-06,32.9770815,65.954154,0.045486136,Non IoT-device,Not Available
172.217.160.67,TCP,66,178.750321,1,1.50E-05,7.447930042,65.594184,0.139859889,Non IoT-device,Not Available
172.217.160.67,TCP,1466,65.963447,1,1.30E-05,13.1926894,65.963345,0.090959467,Non IoT-device,Not Available
172.217.160.67,TCP,78,2.40E-05,83334,2.40E-05,2.40E-05,2.40E-05,83333.33335,Non IoT-device,Not Available
172.217.160.67,TLSv1.3,1466,65.964662,1,0.001295,32.982331,65.963367,0.045478896,Non IoT-device,Not Available
172.217.160.67,TLSv1.3,362,6.70E-05,29851,6.70E-05,6.70E-05,6.70E-05,29850.74627,Non IoT-device,Not Available
172.217.160.67,TLSv1.3,1034,65.958713,1,0.002129,32.9793565,65.956584,0.045482998,Non IoT-device,Not Available
172.217.160.67,TLSv1.3,97,178.666609,1,2.90E-05,17.8666609,65.856756,0.061567184,Non IoT-device,Not Available
172.217.160.67,TLSv1.3,968,65.954054,1,0.008991,32.977027,65.945063,0.045486211,Non IoT-device,Not Available
172.217.160.67,TLSv1.3,105,178.663287,1,0.001508,17.8663287,65.853368,0.061568329,Non IoT-device,Not Available
172.217.160.67,TLSv1.3,131,47.706058,1,0.003576,23.853029,47.702482,0.062885095,Non IoT-device,Not Available
172.217.160.78,QUIC,1292,257.96848,1,0.000225,42.99474667,118.462313,0.027135098,Non IoT-device,Not Available
172.217.160.78,QUIC,69,200.945183,1,0.001825,22.32724256,56.185971,0.049764816,Non IoT-device,Not Available
172.217.160.78,QUIC,66,258.051138,1,0.096556,19.85008754,57.10648,0.054252812,Non IoT-device,Not Available
172.217.160.78,QUIC,64,161.11245,1,161.11245,161.11245,161.11245,0.01241369,Non IoT-device,Not Available
172.217.160.78,QUIC,67,257.54332,1,1.70E-05,28.61592444,96.957791,0.038828419,Non IoT-device,Not Available
172.217.160.78,QUIC,71,226.255719,1,0.146918,56.56392975,96.810994,0.022098889,Non IoT-device,Not Available
172.217.160.78,QUIC,76,169.33361,1,15.309827,56.44453667,82.448447,0.023622009,Non IoT-device,Not Available
172.217.160.78,QUIC,162,42.486574,1,42.486574,42.486574,42.486574,0.047073694,Non IoT-device,Not Available
172.217.160.78,QUIC,827,0.18398,11,0.18398,0.18398,0.18398,10.87074682,Non IoT-device,Not Available
172.217.160.78,QUIC,168,96.958464,1,96.958464,96.958464,96.958464,0.020627389,Non IoT-device,Not Available
172.217.160.78,QUIC,867,0.040386,50,0.040386,0.040386,0.040386,49.52211162,Non IoT-device,Not Available
172.217.160.78,QUIC,689,0.076345,27,0.076345,0.076345,0.076345,26.19686947,Non IoT-device,Not Available
172.217.160.78,TCP,74,114.372434,1,114.372434,114.372434,114.372434,0.017486731,Non IoT-device,Not Available
172.217.160.78,TCP,66,240.153608,1,9.00E-06,26.68373422,114.10051,0.041640016,Non IoT-device,Not Available
172.217.160.78,TCP,1466,114.367829,1,1.30E-05,16.33826129,114.367742,0.069949741,Non IoT-device,Not Available
172.217.160.78,TLSv1.3,1466,114.367779,1,114.367779,114.367779,114.367779,0.017487443,Non IoT-device,Not Available
172.217.160.98,QUIC,1292,144.910834,1,1.20E-05,5.79643336,117.056366,0.179420677,Non IoT-device,Not Available
172.217.160.98,QUIC,1002,27.894916,1,4.90E-05,3.984988,22.179464,0.286790611,Non IoT-device,Not Available
172.217.160.98,QUIC,163,27.895857,1,4.90E-05,3.985122429,22.17852,0.286780937,Non IoT-device,Not Available
172.217.160.98,QUIC,65,27.940301,1,1.10E-05,4.656716833,27.196476,0.250534166,Non IoT-device,Not Available
172.217.160.98,QUIC,1269,27.686897,1,0.037557,13.8434485,27.64934,0.108354504,Non IoT-device,Not Available
172.217.160.98,QUIC,109,0.518554,4,0.518554,0.518554,0.518554,3.856878936,Non IoT-device,Not Available
172.217.160.98,QUIC,69,0.568875,6,0.00202,0.2844375,0.566855,5.273566249,Non IoT-device,Not Available
172.217.160.98,QUIC,66,144.61977,1,0.000974,20.65996714,116.859386,0.055317471,Non IoT-device,Not Available
172.217.160.98,QUIC,302,5.020746,1,0.00046,1.2551865,4.961986,0.995867945,Non IoT-device,Not Available
